id,comment,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty,timestamp,version,normalized,svm,phobert,qwen
1977,"ghép chênh lệch hạng vl🙂, gặp chuỗi là chuỗi tận mạng, toàn bọn phá game,hack đầy ra",0,2,0,2,0,0,0,2,0,0,2025-08-08 00:27:11,unknown,"ghép chênh lệch hạng vô cùng, gặp chuỗi là chuỗi tận mạng, toàn bọn phá game, hack đầy ra",ghép chênh_lệch hạng vô_cùng gặp chuỗi là chuỗi tận mạng toàn bọn phá game hack đầy ra,"ghép chênh_lệch hạng vô_cùng , gặp chuỗi là chuỗi tận_mạng , toàn bọn phá game , hack đầy ra","ghép chênh lệch hạng vô cùng, gặp chuỗi là chuỗi tận mạng, toàn bọn phá game, hack đầy ra"
1978,"Tệ vl , không muốn chê đâu nhưng mà thật càng lên rank cao càng lag , ghép trận lâu cho load lâu nữa không cho vô trận đấu rồi tự trừ uy tín xuống",0,2,0,2,2,0,0,0,0,0,2025-08-24 06:23:51,unknown,"tệ vô cùng, không muốn chê đâu nhưng mà thật càng lên rank cao càng lag, ghép trận lâu cho load lâu nữa không cho vô trận đấu rồi tự trừ uy tín xuống",tệ vô_cùng không_muốn chê đâu nhưng mà thật càng lên rank cao càng lag ghép trận lâu cho load lâu nữa không_cho vô trận_đấu rồi tự trừ uy_tín xuống,"tệ vô_cùng , không muốn chê đâu nhưng_mà thật càng lên rank cao càng lag , ghép trận lâu cho load lâu nữa không cho vô_trận đấu rồi tự_trừ uy_tín xuống","tệ vô cùng, không muốn chê đâu nhưng mà thật càng lên rank cao càng lag, ghép trận lâu cho load lâu nữa không cho vô trận đấu rồi tự trừ uy tín xuống"
1979,cập nhập xog là bay màu luôn cái acc còn nhiều tính năng vô dụng chơi lâu dễ bị đứng máy còn có thể bị mất acc,0,0,0,2,0,0,0,0,0,0,2025-08-01 19:46:27,unknown,cập nhật xong là bay màu luôn cái tài khoản còn nhiều tính năng vô dụng chơi lâu dễ bị đứng máy còn có thể bị mất tài khoản,cập_nhật xong là bay màu luôn cái tài_khoản còn nhiều tính_năng vô_dụng chơi lâu dễ bị đứng máy còn có_thể bị mất tài_khoản,cập_nhật xong là bay màu luôn cái tài_khoản còn nhiều tính_năng vô_dụng chơi lâu dễ bị đứng máy còn có_thể bị mất tài_khoản,cập nhật xong là bay màu luôn cái tài khoản còn nhiều tính năng vô dụng chơi lâu dễ bị đứng máy còn có thể bị mất tài khoản
1980,má thấy đúng ấm ức luôn á nó afk thì tao ra tố cáo không được còn mình bị vâng game vô hơi lâu mà trận đó mình đánh hay quá trời luôn tận 18 mạng mà vẫn bị tố cáo là afk là sao bộ nó nạp 5 triệu vô game hay j mà đố xử z 😭?,0,0,2,2,2,2,0,2,0,0,2025-08-31 12:40:58,1.59.1.9,má thấy đúng ấm ức luôn á nó afk thì tao ra tố cáo không được còn mình bị văng game vô hơi lâu mà trận đó mình đánh hay quá trời luôn tận 18 mạng mà vẫn bị tố cáo là afk là sao bộ nó nạp 5 triệu vô game hay gì mà đối xử vậy ?,má thấy đúng ấm_ức luôn á nó afk thì tao ra tố_cáo không_được còn mình bị văng game vô hơi lâu mà trận đó mình đánh hay quá trời luôn tận <NUM> mạng mà vẫn bị tố_cáo là afk là sao bộ nó nạp <NUM> triệu vô game hay gì mà đối_xử vậy,má thấy đúng ấm_ức luôn á nó afk thì tao ra tố_cáo không được còn mình bị văng game vô_hơi lâu mà trận đó mình đánh hay quá trời luôn tận 18 mạng mà vẫn bị tố_cáo là afk là sao bộ nó nạp 5 triệu vô_game hay gì mà đối_xử vậy ?,má thấy đúng ấm ức luôn á nó afk thì tao ra tố cáo không được còn mình bị văng game vô hơi lâu mà trận đó mình đánh hay quá trời luôn tận 18 mạng mà vẫn bị tố cáo là afk là sao bộ nó nạp 5 triệu vô game hay gì mà đối xử vậy ?
1981,"xin các anh chị để con sines về lúc đầu tăng sức mạnh cho nó cái , chứ sửa song để đấy à còn phế vật hơn lúc chưa sửa nữa",0,0,0,0,2,2,0,0,2,0,2025-08-01 00:33:23,1.57.1.2,"xin các anh chị để con sines về lúc đầu tăng sức mạnh cho nó cái , chứ sửa xong để đấy à còn phế vật hơn lúc chưa sửa nữa",xin các anh_chị để con sines về lúc đầu tăng sức_mạnh cho nó cái chứ sửa xong để đấy à còn phế vật hơn lúc chưa_sửa nữa,"xin các anh_chị để con sines về lúc đầu tăng sức_mạnh cho nó cái , chứ sửa xong để đấy à còn phế_vật hơn lúc chưa sửa nữa","xin các anh chị để con sines về lúc đầu tăng sức mạnh cho nó cái , chứ sửa xong để đấy à còn phế vật hơn lúc chưa sửa nữa"
1982,cái tố cáo như l v,0,0,0,0,2,0,0,0,0,0,2025-08-14 17:51:56,unknown,cái tố cáo như tệ hại,cái tố_cáo như tệ_hại,cái tố_cáo như tệ_hại,cái tố cáo như tệ hại
1983,game bị lỗi hôm trước còn vô chơi được hôm sau nó lại không cho vô,0,0,0,2,0,0,0,0,0,0,2025-08-02 07:45:24,1.59.1.9,game bị lỗi hôm trước còn vô chơi được hôm sau nó lại không cho vô,game bị lỗi hôm trước còn vô chơi được hôm sau nó lại không_cho vô,game bị lỗi hôm trước còn vô_chơi được hôm sau nó lại không cho vô,game bị lỗi hôm trước còn vô chơi được hôm sau nó lại không cho vô
1984,game lờ tải chận bị cc chi mà tôi vào cứ bát tải lại thoát da vô lại thì mất uytín cày uytín lâu chừ dỏ lám mong nhà làm game phít lỗi,0,0,0,2,0,2,0,0,0,0,2025-08-12 21:18:50,1.59.1.9,game tệ hại tải chậm bị tệ hại chi mà tôi vào cứ bắt tải lại thoát ra vô lại thì mất uy tín cày uy tín lâu chừ dở lắm mong nhà phát hành fix lỗi,game tệ_hại tải chậm bị tệ_hại chi mà tôi vào cứ bắt tải lại thoát ra vô_lại thì mất uy_tín cày uy_tín lâu chừ dở lắm mong nhà phát_hành fix lỗi,game tệ_hại tải chậm bị tệ_hại chi mà tôi vào cứ bắt_tải lại thoát ra vô lại thì mất uy_tín_cày uy_tín lâu chừ_dở lắm mong nhà phát_hành fix lỗi,game tệ hại tải chậm bị tệ hại chi mà tôi vào cứ bắt tải lại thoát ra vô lại thì mất uy tín cày uy tín lâu chừ dở lắm mong nhà phát hành fix lỗi
1985,thoát ra đăng nhập lại màn hình trắng không vào được.,0,0,0,2,0,0,0,0,0,0,2025-08-02 14:19:50,1.59.1.9,thoát ra đăng nhập lại màn hình trắng không vào được.,thoát ra đăng_nhập lại màn_hình trắng không_vào được,thoát ra đăng_nhập lại màn_hình trắng không vào được .,thoát ra đăng nhập lại màn hình trắng không vào được.
1986,game trừ uy tín liên tục,0,0,0,2,2,0,0,0,0,0,2025-08-28 23:25:56,1.59.1.9,game trừ uy tín liên tục,game trừ uy_tín liên_tục,game trừ uy_tín liên_tục,game trừ uy tín liên tục
1987,"kêu người chơi cập nhật xong rồi không cho người chơi vào game là sao , cảm thấy không được thì nhà sản xuất xóa game đi",0,0,0,2,0,2,0,0,0,0,2025-08-27 05:03:51,unknown,"kêu người chơi cập nhật xong rồi không cho người chơi vào game là sao, cảm thấy không được thì nhà sản xuất xóa game đi",kêu người chơi cập_nhật xong rồi không_cho người chơi vào game là sao cảm_thấy không_được thì nhà sản_xuất xóa_game đi,"kêu người chơi cập_nhật xong rồi không cho người chơi vào game là sao , cảm_thấy không được thì nhà_sản_xuất xóa game đi","kêu người chơi cập nhật xong rồi không cho người chơi vào game là sao, cảm thấy không được thì nhà sản xuất xóa game đi"
1988,"đề nghị nhà làm game sửa lại con sines lại như cũ đi sửa như căk bị động combat tổng yếu quá phụ thuộc c3 dễ bị sốc đam máu mỏng ko còn utin đổi máu như TRC khiến nó dễ chết cái huyết máu để làm cho có ko ích (phế hơn bản cũ), dam thì yếu ko có hút máu ,con tướng ko ra ad ko ra sát thủ bắt chủ lức tem bạn khó hơn trc vậy mà nhà làm game bảo nghe theo tiếng gọi của người chơi mà sửa như loll vậy chúng tôi ko cần cái tăng sức mạch chỉ cần bộ kĩ năg cũ là đc",0,0,0,0,2,2,0,0,2,0,2025-08-08 00:23:03,unknown,"đề nghị nhà phát hành sửa lại con sines lại như cũ đi sửa như tệ hại bị động combat tổng yếu quá phụ thuộc c3 dễ bị sốc đam máu mỏng không còn uy tín đổi máu như trước khiến nó dễ chết cái huyết máu để làm cho có không ích phế hơn bản cũ , dam thì yếu không có hút máu ,con tướng không ra ad không ra sát thủ bắt chủ lực team bạn khó hơn trước vậy mà nhà phát hành bảo nghe theo tiếng gọi của người chơi mà sửa như tệ hại vậy chúng tôi không cần cái tăng sức mạnh chỉ cần bộ kĩ năng cũ là được",đề_nghị nhà phát_hành sửa lại con sines lại như cũ đi sửa như tệ_hại bị_động combat tổng_yếu quá phụ_thuộc c3 dễ bị sốc đam máu mỏng không_còn uy_tín đổi máu như trước khiến nó dễ chết cái huyết máu để làm cho có không_ích phế hơn bản cũ dam thì yếu không_có hút máu con tướng không_ra ad không_ra sát_thủ bắt chủ_lực team bạn khó hơn trước vậy_mà nhà phát_hành bảo nghe theo tiếng gọi của người chơi mà sửa như tệ_hại vậy chúng_tôi không_cần cái tăng sức_mạnh chỉ cần bộ kĩ_năng cũ là được,"đề_nghị nhà phát_hành sửa lại con sines lại như cũ đi sửa như tệ_hại bị_động combat tổng_yếu quá phụ_thuộc c3 dễ bị sốc đam máu mỏng không còn uy_tín đổi máu như trước khiến nó dễ chết cái huyết máu để làm cho có không_ích phế hơn bản cũ , dam thì yếu không có hút máu , con tướng không ra ad không ra sát_thủ bắt chủ_lực team bạn khó hơn trước vậy mà nhà phát_hành bảo nghe theo tiếng gọi của người chơi mà sửa như tệ_hại vậy chúng_tôi không cần cái tăng sức_mạnh chỉ cần bộ kĩ_năng cũ là được","đề nghị nhà phát hành sửa lại con sines lại như cũ đi sửa như tệ hại bị động combat tổng yếu quá phụ thuộc c3 dễ bị sốc đam máu mỏng không còn uy tín đổi máu như trước khiến nó dễ chết cái huyết máu để làm cho có không ích phế hơn bản cũ , dam thì yếu không có hút máu ,con tướng không ra ad không ra sát thủ bắt chủ lực team bạn khó hơn trước vậy mà nhà phát hành bảo nghe theo tiếng gọi của người chơi mà sửa như tệ hại vậy chúng tôi không cần cái tăng sức mạnh chỉ cần bộ kĩ năng cũ là được"
1989,game rất tệ,0,0,0,0,0,0,0,0,0,0,2025-08-09 18:55:30,1.59.1.9,game rất tệ,game rất tệ,game rất tệ,game rất tệ
1990,garena biết sắp đội hình không hay là không có não,0,2,0,0,0,2,0,0,0,0,2025-08-19 21:36:18,1.59.1.10,garena biết sắp đội hình không hay là không có não,garena biết sắp đội_hình không_hay_là không_có não,garena biết sắp đội_hình không hay_là không có não,garena biết sắp đội hình không hay là không có não
1991,cap nhap r vẫn ko thấy skin vs biểu cảm chán,2,0,0,2,0,0,0,0,0,0,2025-08-18 17:58:00,1.59.1.9,cập nhật rồi vẫn không thấy skin với biểu cảm chán,cập_nhật rồi vẫn không_thấy skin với biểu_cảm_chán,cập_nhật rồi vẫn không thấy skin với biểu_cảm chán,cập nhật rồi vẫn không thấy skin với biểu cảm chán
1992,ghét vcl,0,0,0,0,0,0,0,0,0,0,2025-08-27 12:29:17,1.57.1.8,ghét vô cùng,ghét vô_cùng,ghét vô_cùng,ghét vô cùng
1993,games gì mà thua hoài 30 trận liên tiếp,0,2,0,0,0,0,0,0,0,0,2025-08-10 21:00:15,unknown,game gì mà thua hoài 30 trận liên tiếp,game gì mà thua hoài <NUM> trận liên_tiếp,game gì mà thua hoài 30 trận liên_tiếp,game gì mà thua hoài 30 trận liên tiếp
1994,tổng điểm 79 - 54 điểm mà bảo sao - 1. Game còn ko bt tính 😒😒😒,0,0,0,2,2,0,0,0,0,0,2025-08-25 15:39:22,unknown,tổng điểm 79 54 điểm mà bảo sao 1. game còn không biết tính,tổng_điểm <NUM> <NUM> điểm mà bảo sao <NUM> game còn không_biết tính,tổng điểm 79 54 điểm mà bảo sao 1 . game còn không biết tính,tổng điểm 79 54 điểm mà bảo sao 1. game còn không biết tính
1995,lỗi ko vào đc game,0,0,0,2,0,0,0,0,0,0,2025-08-02 08:30:41,1.59.1.9,lỗi không vào được game,lỗi không_vào được game,lỗi không vào được game,lỗi không vào được game
1996,chán chả muốn nói,0,0,0,0,0,0,0,0,0,0,2025-08-10 15:23:26,1.59.1.9,chán chẳng muốn nói,chán chẳng_muốn nói,chán chẳng muốn nói,chán chẳng muốn nói
1997,"sữa sinestrea tệ, yếu hơn bản củ",0,0,0,0,2,0,0,0,2,0,2025-08-02 10:36:06,1.59.1.9,"sửa sinestrea tệ, yếu hơn bản cũ",sửa sinestrea tệ yếu hơn bản cũ,"sửa sinestrea_tệ , yếu hơn bản cũ","sửa sinestrea tệ, yếu hơn bản cũ"
1998,cập nhật song deo vô đc game,0,0,0,2,0,0,0,0,0,0,2025-08-02 08:39:27,unknown,cập nhật xong không vào được game,cập_nhật xong không_vào được game,cập_nhật xong không vào được game,cập nhật xong không vào được game
1999,"quảng cáo md vl, xem full mà bảo dừng chiếu",0,0,2,2,0,0,0,0,0,0,2025-08-29 13:12:37,unknown,"quảng cáo vô cùng vô cùng, xem full mà bảo dừng chiếu",quảng_cáo vô_cùng vô_cùng xem full mà bảo dừng chiếu,"quảng_cáo vô_cùng vô_cùng , xem full mà bảo dừng chiếu","quảng cáo vô cùng vô cùng, xem full mà bảo dừng chiếu"
2000,ghép đc trận mà k load đc trận out ra vô lại vẫn k vô đc,0,1,0,2,0,0,0,0,0,0,2025-08-23 08:19:51,unknown,ghép được trận mà không load được trận out ra vô lại vẫn không vô được,ghép được trận mà không_load được trận out ra vô_lại vẫn không_vô được,ghép được trận mà không load được trận out ra vô lại vẫn không vô được,ghép được trận mà không load được trận out ra vô lại vẫn không vô được
2001,game văng liên tục,0,0,0,2,0,0,0,0,0,0,2025-08-20 09:54:36,unknown,game văng liên tục,game văng liên_tục,game văng liên_tục,game văng liên tục
2002,ngoài mạng căng vào trận đơ,0,0,0,2,0,0,0,0,0,0,2025-08-02 22:28:13,unknown,ngoài mạng căng vào trận đơ,ngoài mạng căng vào trận đơ,ngoài mạng căng vào trận đơ,ngoài mạng căng vào trận đơ
2003,game văng hoài map chửi nhau sv,0,0,0,2,0,0,0,2,0,0,2025-08-06 23:52:22,1.59.1.9,game văng hoài map chửi nhau tệ hại,game văng hoài map chửi nhau tệ_hại,game văng hoài_map chửi nhau tệ_hại,game văng hoài map chửi nhau tệ hại
2004,vô không được mới tải rồi đang đăng nhập xong hiện lỗi bất định gì đấy chả thao tác hay làm được gì hết đăng nhập facebook không được chuyển qua google cũng không được,0,0,0,2,0,0,0,0,0,0,2025-08-01 19:36:47,1.59.1.9,vô không được mới tải rồi đang đăng nhập xong hiện lỗi bất định gì đấy chả thao tác hay làm được gì hết đăng nhập facebook không được chuyển qua google cũng không được,vô không_được mới tải rồi đang đăng_nhập xong hiện lỗi bất_định gì đấy chả_thao_tác hay làm được gì hết đăng_nhập facebook không_được chuyển qua google cũng không_được,vô không được mới tải rồi đang đăng_nhập xong hiện lỗi bất_định gì đấy chả thao_tác hay làm được gì hết đăng_nhập facebook không được chuyển qua google cũng không được,vô không được mới tải rồi đang đăng nhập xong hiện lỗi bất định gì đấy chả thao tác hay làm được gì hết đăng nhập facebook không được chuyển qua google cũng không được
2005,tố cáo còn rất thiếu sót và chưa đủ mạnh,0,0,0,0,2,2,0,0,0,0,2025-08-23 12:18:23,1.59.1.9,tố cáo còn rất thiếu sót và chưa đủ mạnh,tố_cáo còn rất thiếu_sót và chưa_đủ mạnh,tố_cáo còn rất thiếu_sót và chưa đủ mạnh,tố cáo còn rất thiếu sót và chưa đủ mạnh
2006,"yêu cầu cho người chơi xem đấu giải nhiều vô,để biết cách phối hợp nhá",0,0,0,0,1,1,0,0,0,0,2025-08-14 14:09:04,unknown,"yêu cầu cho người chơi xem đấu giải nhiều vô, để biết cách phối hợp nhá",yêu_cầu cho người chơi xem đấu giải nhiều vô để biết cách phối_hợp nhá,"yêu_cầu cho người chơi xem đấu_giải nhiều vô , để biết cách phối_hợp nhá","yêu cầu cho người chơi xem đấu giải nhiều vô, để biết cách phối hợp nhá"
2007,game như chó,0,0,0,0,0,0,0,0,0,0,2025-08-03 22:07:10,1.59.1.7,game tệ hại,game tệ_hại,game tệ_hại,game tệ hại
2008,game j toàn bị lỗi,0,0,0,2,0,0,0,0,0,0,2025-08-19 08:15:51,unknown,game gì toàn bị lỗi,game gì toàn bị lỗi,game gì toàn bị lỗi,game gì toàn bị lỗi
2009,"game lỗi load xong không vào trận, phải thoát ra vào lại với vào trận được mà phạt uy tín của tao",0,0,0,2,2,0,0,0,0,0,2025-08-22 01:48:23,1.59.1.10,"game lỗi load xong không vào trận, phải thoát ra vào lại mới vào trận được mà phạt uy tín của tao",game lỗi load xong không_vào trận phải thoát ra vào lại mới vào trận được mà phạt uy_tín của tao,"game lỗi load xong không vào trận , phải thoát ra_vào lại mới vào trận được mà phạt uy_tín của tao","game lỗi load xong không vào trận, phải thoát ra vào lại mới vào trận được mà phạt uy tín của tao"
2010,game lon tự trừ uy tín t chs game đàng hoàng ko afk xg trừ 21 đệm uy tin cua t trả t đóm uy tín,0,0,0,2,2,0,0,0,0,0,2025-08-06 21:24:23,unknown,game tệ hại tự trừ uy tín tôi chơi game đàng hoàng không afk xong trừ 21 điểm uy tín của tôi trả tôi điểm uy tín,game tệ_hại tự trừ uy_tín tôi chơi game đàng_hoàng không_afk xong trừ <NUM> điểm uy_tín của tôi trả tôi điểm uy_tín,game tệ_hại tự_trừ uy_tín tôi chơi game đàng_hoàng không afk xong trừ 21 điểm uy_tín của tôi trả tôi điểm uy_tín,game tệ hại tự trừ uy tín tôi chơi game đàng hoàng không afk xong trừ 21 điểm uy tín của tôi trả tôi điểm uy tín
2011,đang vô trận thì hiện đang kết nối r văng game làm thua thì trừ uy tín,0,0,0,2,2,0,0,0,0,0,2025-08-02 06:47:35,unknown,đang vô trận thì hiện đang kết nối rồi văng game làm thua thì trừ uy tín,đang vô trận thì hiện đang kết_nối rồi văng game làm thua thì trừ uy_tín,đang vô_trận thì hiện đang kết_nối rồi văng game làm thua thì trừ uy_tín,đang vô trận thì hiện đang kết nối rồi văng game làm thua thì trừ uy tín
2012,hai từ như l ghép đội thì tem bạn quá mạnh tem mình thì đánh như phá,0,2,0,0,0,0,0,2,0,0,2025-08-24 16:56:54,1.59.1.9,tệ hại ghép đội thì team bạn quá mạnh team mình thì đánh như phá,tệ_hại ghép đội thì team bạn quá mạnh team mình thì đánh như phá,tệ_hại ghép đội thì team bạn quá mạnh team mình thì đánh như phá,tệ hại ghép đội thì team bạn quá mạnh team mình thì đánh như phá
2013,đi đơn thì ghép toàn gì đâu ko,0,2,0,0,0,0,0,0,0,0,2025-08-18 20:08:26,1.59.1.10,đi đơn thì ghép toàn gì đâu không,đi đơn thì ghép toàn gì đâu không,đi đơn thì ghép toàn gì đâu không,đi đơn thì ghép toàn gì đâu không
2014,mạng mạnh mà vô trận cứ để đang kết nối chơi chẳng được gì còn bị trừ uy tín,0,0,0,2,2,0,0,0,0,0,2025-08-05 14:29:21,unknown,mạng mạnh mà vô trận cứ để đang kết nối chơi chẳng được gì còn bị trừ uy tín,mạng mạnh mà vô trận cứ để đang kết_nối chơi chẳng_được gì còn bị trừ uy_tín,mạng mạnh mà vô_trận cứ để đang kết_nối chơi chẳng được gì còn bị trừ uy_tín,mạng mạnh mà vô trận cứ để đang kết nối chơi chẳng được gì còn bị trừ uy tín
2015,game coi cho mấy đứa afk năng vào,0,0,0,0,0,2,0,2,0,0,2025-08-09 16:04:11,1.59.1.9,game tệ hại mấy đứa afk nặng vào,game tệ_hại mấy đứa afk nặng vào,game tệ_hại mấy đứa afk nặng vào,game tệ hại mấy đứa afk nặng vào
2016,Game Iòn như hạch 💩,0,0,0,0,0,0,0,0,0,0,2025-08-27 19:19:56,unknown,game tệ hại,game tệ_hại,game tệ_hại,game tệ hại
2017,"kda 0/1/5 mà bị tố cáo mất 6 ut không hiểu lm ăn kiểu gì luôn cơ chế tố cáo thì như qq tranh lane tố cáo ko bị trừ vậy lm cái tố cáo chi vậy khỏi lm luôn đi lm chi để đó cho ngứa mắt,lên đồ troll tố cáo cũg xog đc aya lên chí mạng là cái deo j??? hayate lên full tank?? tố cáo dell đc, cập nhật xog múa tướng lau flo zata bị lỗi sử dụng chiêu ko đc, mang tiếng là tối ưu hóa cho đt yếu mà cập nhật xog đt mạnh chơi còn lag nói chi đt cùi cùi là tối ưu dữ r ha",0,2,0,2,2,2,0,2,0,0,2025-08-15 10:44:33,unknown,"kda 0 1 5 mà bị tố cáo mất 6 uy tín không hiểu làm ăn kiểu gì luôn cơ chế tố cáo thì như tệ hại tranh lane tố cáo không bị trừ vậy làm cái tố cáo chi vậy khỏi làm luôn đi làm chi để đó cho ngứa mắt, lên đồ troll tố cáo cũng xong được aya lên chí mạng là cái gì??? hayate lên full tank?? tố cáo tệ hại được, cập nhật xong múa tướng lau flo zata bị lỗi sử dụng chiêu không được, mang tiếng là tối ưu hóa cho điện thoại yếu mà cập nhật xong điện thoại mạnh chơi còn lag nói chi điện thoại cùi cùi là tối ưu dữ rồi ha",kda <NUM> <NUM> <NUM> mà bị tố_cáo mất <NUM> uy_tín không_hiểu làm_ăn kiểu gì luôn cơ_chế tố_cáo thì như tệ_hại tranh lane tố_cáo không_bị trừ_vậy làm cái tố_cáo chi vậy khỏi làm luôn đi làm_chi để đó cho ngứa_mắt lên đồ troll tố_cáo cũng xong được aya lên chí mạng là cái gì hayate lên full tank tố_cáo tệ_hại được cập_nhật xong múa tướng lau flo zata bị lỗi sử_dụng chiêu không_được mang_tiếng là tối_ưu_hóa cho điện_thoại yếu mà cập_nhật xong điện_thoại mạnh chơi còn lag nói chi điện_thoại cùi cùi là tối_ưu dữ rồi ha,"kda 0 1 5 mà bị tố_cáo mất 6 uy_tín không hiểu làm_ăn kiểu gì luôn cơ_chế tố_cáo thì như tệ_hại tranh lane tố_cáo không bị trừ vậy làm cái tố_cáo chi vậy khỏi làm luôn đi làm_chi để đó cho ngứa_mắt , lên đồ troll tố_cáo cũng xong được aya lên chí_mạng là cái gì ? ? ? hayate lên full tank ? ? tố_cáo tệ_hại được , cập_nhật xong múa_tướng lau flo zata bị lỗi sử_dụng chiêu không được , mang_tiếng là tối_ưu_hóa cho điện_thoại yếu mà cập_nhật xong điện_thoại mạnh chơi còn lag nói chi điện_thoại cùi cùi là tối_ưu_dữ rồi ha","kda 0 1 5 mà bị tố cáo mất 6 uy tín không hiểu làm ăn kiểu gì luôn cơ chế tố cáo thì như tệ hại tranh lane tố cáo không bị trừ vậy làm cái tố cáo chi vậy khỏi làm luôn đi làm chi để đó cho ngứa mắt, lên đồ troll tố cáo cũng xong được aya lên chí mạng là cái gì??? hayate lên full tank?? tố cáo tệ hại được, cập nhật xong múa tướng lau flo zata bị lỗi sử dụng chiêu không được, mang tiếng là tối ưu hóa cho điện thoại yếu mà cập nhật xong điện thoại mạnh chơi còn lag nói chi điện thoại cùi cùi là tối ưu dữ rồi ha"
2018,đăng nhập bằng Garena thì bj khóa acc,0,0,0,2,0,2,0,0,0,0,2025-08-02 00:14:33,1.59.1.7,đăng nhập bằng garena thì bị khóa tài khoản,đăng_nhập bằng garena thì bị khóa tài_khoản,đăng nhập bằng garena thì bị khóa tài_khoản,đăng nhập bằng garena thì bị khóa tài khoản
2019,"game khó chịu vãi , mỗi lần có sự kiện mới là văng ac ra là sau nx vậy game , sáng h đăng nhập vào ko đc luôn á . Sự kiện cona tui nạp bt bao nhiêu để chuẩn bị cho sự kiện mà bây h tui đăng nhập vào thì ko cho . Ủa là sao nx vậy game",0,0,2,2,0,2,1,0,0,0,2025-08-02 08:30:06,1.57.1.2,"game khó chịu vô cùng, mỗi lần có sự kiện mới là văng tài khoản ra là sao nữa vậy game, sáng giờ đăng nhập vào không được luôn á. sự kiện cona tui nạp biết bao nhiêu để chuẩn bị cho sự kiện mà bây giờ tui đăng nhập vào thì không cho. ủa là sao nữa vậy game",game khó_chịu vô_cùng mỗi lần có sự_kiện mới là văng tài_khoản ra là sao nữa vậy game sáng giờ đăng_nhập vào không_được luôn á sự_kiện cona tui nạp biết_bao_nhiêu để chuẩn_bị cho sự_kiện mà bây_giờ tui đăng_nhập vào thì không_cho ủa là sao nữa vậy game,"game khó_chịu vô_cùng , mỗi lần có sự_kiện mới là văng tài_khoản ra là sao nữa vậy game , sáng giờ đăng_nhập vào không được luôn á . sự_kiện cona tui nạp biết_bao_nhiêu để chuẩn_bị cho sự_kiện mà bây_giờ tui đăng_nhập vào thì không cho . ủa là sao nữa vậy game","game khó chịu vô cùng, mỗi lần có sự kiện mới là văng tài khoản ra là sao nữa vậy game, sáng giờ đăng nhập vào không được luôn á. sự kiện cona tui nạp biết bao nhiêu để chuẩn bị cho sự kiện mà bây giờ tui đăng nhập vào thì không cho. ủa là sao nữa vậy game"
2020,cập nhật cái ko vào geam đuco,0,0,0,2,0,0,0,0,0,0,2025-08-02 00:33:46,unknown,cập nhật cái không vào game được,cập_nhật cái không_vào game được,cập_nhật cái không vào game được,cập nhật cái không vào game được
2021,game như L tải chs lại game thì dell đăng nhập đc cứ lỗi,0,0,0,2,0,0,0,0,0,0,2025-08-01 21:01:04,unknown,game tệ hại tải chơi lại game thì không đăng nhập được cứ lỗi,game tệ_hại tải chơi lại game thì không_đăng_nhập được cứ lỗi,game tệ_hại tải chơi lại game thì không đăng_nhập được cứ lỗi,game tệ hại tải chơi lại game thì không đăng nhập được cứ lỗi
2022,"mạng ổn máy ổn mà toàn không vào game được 1 ngày 2,3 trận bực nha",0,0,0,2,0,0,0,0,0,0,2025-08-19 21:14:20,1.58.1.2,"mạng ổn máy ổn mà toàn không vào game được 1 ngày 2,3 trận bực nha",mạng ổn máy ổn mà toàn không_vào game được <TIME> <NUM><NUM> trận bực nha,"mạng ổn máy ổn mà toàn không vào game được 1 ngày 2,3_trận bực_nha","mạng ổn máy ổn mà toàn không vào game được 1 ngày 2,3 trận bực nha"
2023,"Lúc nó afk mình tố cáo lại bảo chưa phát hiện đấu hiệu vi phạm mà nó afk từ đầu trận đến h, ức chế vãi",0,0,0,0,0,2,0,2,0,0,2025-08-29 10:27:55,1.59.1.9,"lúc nó afk mình tố cáo lại bảo chưa phát hiện dấu hiệu vi phạm mà nó afk từ đầu trận đến giờ, ức chế vô cùng",lúc nó afk mình tố_cáo lại bảo chưa_phát_hiện dấu_hiệu vi_phạm mà nó afk từ đầu trận đến giờ ức_chế vô_cùng,"lúc nó afk mình tố_cáo lại bảo chưa phát_hiện dấu_hiệu vi_phạm mà nó afk từ đầu_trận đến giờ , ức_chế vô_cùng","lúc nó afk mình tố cáo lại bảo chưa phát hiện dấu hiệu vi phạm mà nó afk từ đầu trận đến giờ, ức chế vô cùng"
2024,chơi người ta muôn chọn tướng gì đi đường nào kệ người ta .trò chơi giải trí mà bắt buộc phải đi theo ý của game thì dẹp game luôn cho rồi,0,0,0,0,2,0,0,0,0,0,2025-08-18 23:18:09,1.59.1.9,chơi người ta muốn chọn tướng gì đi đường nào kệ người ta .trò chơi giải trí mà bắt buộc phải đi theo ý của game thì dẹp game luôn cho rồi,chơi người_ta muốn chọn tướng gì đi đường nào kệ người_ta trò_chơi giải_trí mà bắt_buộc phải đi theo ý của game thì dẹp game luôn cho rồi,chơi người ta muốn chọn_tướng gì đi đường nào kệ người ta . trò_chơi giải_trí mà bắt_buộc phải đi theo ý của game thì dẹp game luôn cho_rồi,chơi người ta muốn chọn tướng gì đi đường nào kệ người ta .trò chơi giải trí mà bắt buộc phải đi theo ý của game thì dẹp game luôn cho rồi
