review,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty
game lag nhiều,0,0,0,2,0,0,0,0,0,0
"nếu là tôi, tôi đánh giá âm sao luôn ạ tệ hại tôi chơi giết tận 10 kill rồi hỗ trợ 5 lần sao không cho mvp tệ hại nhà nó thực chứ",0,2,0,0,2,0,0,0,0,0
game tệ hại thắng được vài trận rồi cho ghép toàn mấy đứa não tệ hại đến khi ghép với mấy đứa khá hơn thì không gỡ nổi nữa,0,2,0,0,0,0,0,2,0,0
cũng ổn mà chơi bị văng game nhiều lần bị trừ uy tín,0,0,0,2,2,0,0,0,0,0
game cơ chế ghép trận gì vậy gặp phá game afk đánh ngu nữa làm game không được không được xóa đi,0,2,0,0,2,0,0,2,0,0
cập nhật xong lag vô cùng...,0,0,0,2,0,0,0,0,0,0
đổi nick khác cứ vô lại tài khoản cũ tệ hại,0,0,0,2,0,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
"chúng mày chỉ lo hút máu thế à, game thì bao nhiêu lỗi, máy mạnh cũng bị, mạng full vạch bị lỗi kết nối???? game tệ hại vô cùng",0,0,2,2,0,2,0,0,0,0
game ngày càng tệ hại hút máu thì nhiều không quan việc tối ưu cơ chế cân bằng tướng gì hết không đáng để chơi,0,0,2,0,2,2,0,0,0,0
chiêu 2 yan không còn như xưa,0,0,0,0,2,0,0,0,1,0
như tệ hại đang chơi bị thu điện thoại,0,0,0,0,0,0,0,0,0,0
game gì toàn lỗi,0,0,0,2,0,0,0,0,0,0
mạng bình thường bảo lỗi rồi văng luôn,0,0,0,2,0,0,0,0,0,0
tự nhiên ban tài khoản không lí do,0,0,0,0,0,2,0,0,0,0
cập nhật xong lag vô cùng,0,0,0,2,2,0,0,0,0,0
ghép trận toàn tệ hại chả lẽ sang mẹ mobile bang bang chơi cho đỡ khó chịu 2 sao là còn may đấy,0,2,0,0,0,0,0,2,0,0
tệ hại,0,0,0,0,0,0,0,0,0,0
"làm ơn thiết chỗ cày uy tín cho tôi đi, đi cày trình mà gặp ad không lành game",0,2,0,0,0,1,0,0,0,0
rank tướng ghép toàn súc vật,0,2,0,0,0,0,0,2,0,0
"game chơi rất lag toàn bị đơ với văng ra ngoài, mong nhà phát hành xem xét lại",0,0,0,2,0,1,0,0,0,0
"xếp team rất tệ, ghép trận toàn cho gặp phá game, tố cáo thì không giải quyết, mức rank đại cao thủ có quá dễ dàng không khi mấy thằng chơi như không có não mà cũng lên được, cố vượt lên cao thủ nghĩ là sẽ không gặp tệ hại nữa... nào ngờ gặp còn nhiều hơn ???? rank cao thủ iv mà chơi như mới đẻ hôm qua, yêu cầu phạt nặng hơn với mấy đứa 1 8 2, 1 10 .... xin đấy!",0,2,0,0,2,2,0,2,0,2
mùa này ghép trận toàn gặp mấy ông đần cay thật lên không lên được toàn thấy tụt mất cảm xúc với liên quân này rồi.admin xem lại toàn những ông vào chơi thì toàn afk phá game là nhiều. cho 1 sao xem xét lại sẽ ủng hộ 5 sao,0,2,0,0,0,1,0,2,0,0
cập nhật là tải lại từ đầu rất mất thời gian,0,0,0,2,0,0,0,0,0,0
game làm kiểu gì mà toàn hack rồi còn free skin nữa chơi riết thấy ghét xóa luôn,0,2,1,2,0,2,0,2,0,0
"tải quá lâu,",0,0,0,2,0,0,0,0,0,0
vô game cứ đứng hình không thể chơi,0,0,0,2,0,0,0,0,0,0
không nên chơi tôi đã đồng cùng liên quân 8 năm rồi mà bây giờ thất vọng quá,0,0,0,0,0,0,0,0,0,0
game tệ hại vô cùng chúng nó set tri kỷ 4 thắng vẫn bắt đầu được trận ?? thật sự luôn í,0,2,0,0,0,0,0,0,0,0
cập nhật quá nhiều quá lag tố cáo đồng đội afk cũng phải cập nhật tới cỡ đó ai mà dám chơi.,0,0,0,2,2,0,0,2,0,0
"game tệ hại gì vậy, chơi thua xong người ta tố cáo là bị tụt uy tín là sao, thích thì xóa game",0,0,0,0,2,0,0,0,0,0
"liên quân mobile ngày càng gây thất vọng vì ghép trận lệch trình, đội hình chênh lệch rõ ràng khiến trận đấu mất cân bằng. đánh rank mà phụ thuộc may rủi đồng đội. tình trạng phá game, afk, feed vẫn nhiều, hệ thống trừ uy tín chưa đủ răn đe, làm người chơi nghiêm túc rất ức chế.",0,2,0,0,2,2,0,2,0,0
mùa này liên tiếp bị đơ.mà team bạn không bị.nên xem lại cách nâng cấp.nâng cấp riết rồi đánh gãy tay cũng bị lag.đừng đổ lỗi do mạng.từ lúc mở mùa mới này chơi phát chán.,0,0,0,2,1,2,0,0,0,0
thường xuyên bị văng game ra liên tục vào lại thì bị trừ uy tín tận 10 còn bị lỗi âm thanh đã mua skin nhưng không thấy gửi về tài khoản nói chung game quá tệ,0,0,2,2,2,0,0,0,0,0
lỗi liên miên,0,0,0,2,0,0,0,0,0,0
game không cải thiện chất lượng người chơi chỉ tập trung vào skin,1,0,2,0,0,2,0,2,0,0
game bị lỗi không load game được,0,0,0,2,0,0,0,0,0,0
game tệ hại lag vô cùng,0,0,0,2,0,0,0,0,0,0
tệ hại,0,0,0,0,0,0,0,0,0,0
có thể sửa và mở chế độ tắt bật tính năng tự động tải tài nguyên hay mấy skin được không nhà sản xuất? máy tôi yếu và tôi luôn phải mệt mỗi khi xóa tài nguyên không cần thiết vì tự động tải đó.,0,0,0,2,0,1,0,0,0,0
ghép rank tệ hại,0,2,0,0,0,0,0,0,0,0
gặp xếp team như tệ hại vô cùng,0,2,0,0,0,0,0,0,0,0
game quá lỗi chơi cứ đăng,0,0,0,2,0,0,0,0,0,0
hút máu vô cùng còn lag,0,0,2,2,0,0,0,0,0,0
sự kiện tệ hại,0,0,0,0,0,0,2,0,0,0
không hiểu sao chơi tài khoản bị người khác đăng nhập vô bị văng mà game bảo trừ 3 5 mà 20 là sao nó chỉ 1v1 chứ 5v5 đâu?,0,2,0,2,2,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
game cứ ghép mình vào nhóm tệ hại cho 2 sao là tuyệt vời lắm rồi ý,0,2,0,0,0,0,0,2,0,0
ghép trận tệ hại,0,2,0,0,0,0,0,0,0,0
dễ bị hack tài khoản.,0,0,0,2,0,0,0,2,0,0
toàn chẩu phá game không còn acc nữa,0,0,0,0,0,0,0,2,0,0
game máy chủ cho tệ hại chơi à,0,0,0,0,0,0,0,2,0,0
cho mở ra skin đi,1,0,0,0,0,0,0,0,0,0
"ê cập nhật nó lag luôn, vô sảnh chờ bị văng",0,0,0,2,0,0,0,0,0,0
"game tính điểm rất kì, tôi không chấp nhận cách hệ thống tính điểm hiện nay, lúc trước tính điểm còn đàng hoàng nhưng bây giờ tính điểm 1 người phá game chết 10 lần không có kill nào lại mvp trong khi người gánh cả đội thì 10 mấy kill chết có 3 4 lần lại hạng 2, yêu cầu game làm lại cách tính điểm của hệ thống, làm ơn đi!!!",0,0,0,0,2,2,0,2,0,0
"rất nhiều hack map, toxic.",0,0,0,2,0,0,0,2,0,0
game lỗi quá nhiều cần xem lại,0,0,0,2,0,2,0,0,0,0
ghép trận tệ hại,0,2,0,0,0,0,0,0,0,0
yêu cầu nhà phát hành giảm sức mạnh edras và 1 số tướng khác,0,0,0,0,2,1,0,0,1,0
game lag quá vô cùng nhất là những dòng máy yếu không chịu nổi cái game này mong nhà phát hành game cắt bớt đồ họa cho game liên quân này,2,0,0,2,0,1,0,0,0,0
đăng nhập thì không cho vào cứ bảo lưu cái vô cùng,0,0,0,2,0,0,0,0,0,0
game tệ hại ghép toàn sv,0,2,0,0,0,0,0,2,0,0
toàn phá game gặp toàn mấy thằng tệ hại,0,0,0,0,0,0,0,2,0,0
game cũng ok nhưng với máy yếu thì khá lag nên mong anh garena xem được rồi sửa lại ạ em cho tầm 3,0,0,0,2,0,1,0,0,0,0
game ghép team toàn thứ tệ hại,0,2,0,0,0,0,0,2,0,0
game tệ hại tài khoản chơi hơn 7 năm bỗng một ngày bay tài khoản không biết nguyên nhân mặc dù không làm gì sai vẫn bị bay tài khoản,0,0,0,2,0,0,0,0,0,0
game gì mà vô trận cái kick ra cho afk trong trận rồi bị trừ uy tín rớt sao trong khi không mod hay hack gì cả game làm sao bớt kick lại hộ kick xàm tệ hại rồi trừ uy tín trừ sao game nát vô cùng,0,0,0,2,2,2,0,2,0,0
má trừ uy tín vô lý,0,0,0,0,2,0,0,0,0,0
ghép trận tệ hại game tệ hại nhất trên đời qua mlbb chơi đi các bạn,0,2,0,0,0,0,0,0,0,0
tôi đi rừng thì nó pick ad không nói gì nó còn đem trừng trị nữa thua xong nó tố cáo tôi tôi bị mất 5 uy tín trong khi đó nó là người feed nhiều nhất ít nhất tôi cũng có kill và không feed nhiều thế mà vẫn bị mất uy tín sửa sao sửa chứ thấy mất uy tín lắm rồi đó không sửa được là tôi xóa game,0,2,0,0,2,2,0,2,0,0
game dễ văn không còn như trước chơi vui hơn giờ toàn lũ afk,0,0,0,2,0,0,0,2,0,0
"game tệ hại, đồng đội afk bảo không trừ sao vẫn trừ sao, đồng đội phá game mvp vẫn bị trừ sao, game báo afk không bị trừ sao xong ra vẫn bị trừ. game lừa người chơi",0,2,0,0,2,0,0,2,0,0
team afk mà vẫn trừ uy tín mình,0,0,0,0,2,0,0,2,0,0
đang ghép trận thì bị văng xong vô lại bị trừ uy tín bảo không xác nhận ghép lúc vô được thì lại bị chọn tướng không định chọn mong game khắc phục và hãy lắng nghe người chơi chứ cập nhật lag vô cùng game cần bớt hiệu ứng khi cập nhật đi,1,2,0,2,2,2,0,0,0,0
game cũng chỉ tạm ổn,0,0,0,0,0,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
nếu game chỉ biết hút máu và kiếm tiền cho bản thân không nghĩ đến các người chơi thì nên dẹp mẹ cái game tệ hại này đi các con tướng out meta có thể tăng một chút sức mạnh mà tạo ra con tướng rồi để nó out meta rồi đập đi xây lại để bán skin thì có quá đáng với những người họ thành thạo những vị tướng out của game không hoàn toàn chỉ biết cái lợi cho bản thân không biết nghĩ cho các người chơi một chút nào cả game tệ hại này chỉ biết tiền tiền tiền thôi có viết bài này thì nhà phát hành cũng ngó lơ,0,0,2,0,0,2,0,0,2,0
đăng nhập bằng garena bị văng không đăng nhập được,0,0,0,2,0,0,0,0,0,0
ghép trận như tệ hại vậy game,0,2,0,0,0,0,0,0,0,0
cũng được,0,0,0,0,0,0,0,0,0,0
game tệ hại tải chơi lại game thì không đăng nhập được cứ lỗi,0,0,0,2,0,0,0,0,0,0
ghép rank chênh lệch sức mạnh,0,2,0,0,0,0,0,0,0,0
lỗi đăng nhập nhiều hay văng tài khoản và,0,0,0,2,0,0,0,0,0,0
"đề nghị máy chủ bình thường suy nghĩ khi ghép trận, đúng rank, đúng vị trí, đúng tài khoản uy tín, loại bỏ tài khoản xấu. để người chơi còn có động lực, giờ game cạnh tranh cũng nhiều lắm. 10 trận gặp toàn phá, rời trận, rank bạch kim đấu cày thuê,...",0,2,0,0,0,2,0,2,0,0
game rất lỗi! afk hay phá game hệ thống không trừ uy tín hoặc trừ rất ít. mong nhà phát hành sớm khắc phục và đưa ra biện pháp xử phạt phù hợp cho những trường hợp vừa nêu!,0,2,0,2,2,1,0,2,0,0
game toàn mấy thằng phá game chơi siêu nản không nên chơi,0,0,0,0,0,0,0,2,0,0
vô không được mới tải rồi đang đăng nhập xong hiện lỗi bất định gì đấy chả thao tác hay làm được gì hết đăng nhập facebook không được chuyển qua google cũng không được,0,0,0,2,0,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
vô hạng thì không được cứ văng game ăn 1 sao là vừa,0,0,0,2,0,0,0,0,0,0
game cho ghép team như tệ hại team bạn thì hay team mình thì 08 vs 09,0,2,0,0,0,0,0,0,0,0
"bị ghép trận toàn phế, trừ sao liên tục. không afk cũng gặp mấy người test tướng, xếp toàn chơi như bot, từ tinh anh xuống kim cương ngẩn không nổi. gây ức chế và khó chịu vì xếp người chơi quá tệ. toxic, lăng mạ và thường gây khó chịu bằng cách chat và phá game, nhiều lúc tố cáo nhưng máy không quét được dù kết quả rất tệ.",0,2,0,0,2,2,0,2,0,2
tôi nghĩ nhà phát hành nên bỏ cái tải tài nguyên đi tốn gb lắm luôn,0,0,0,2,0,1,0,0,0,0
game lỗi nhiều đồng đội afk vẫn bị trừ rank lỗi văn game không vào được game,0,2,0,2,0,0,0,2,0,0
tốn bộ nhớ nhưng chơi vui,0,0,0,2,0,0,0,0,0,0
"game rất hay, ý nghĩa, nhân văn dành cho trẻ em mang thai từ 5 tuổi trở lên, nhưng vì tôi pick ngộ không đi sp bị trừ uy tín nên 1 sao thôi",0,0,0,0,2,0,0,0,0,0
cho 1 sao vì tôi không làm gì mà vẫn bị khóa tài khoản với hay bị lag nữa trong khi đó tôi ngồi cạnh cục mạng,0,0,0,2,0,2,0,0,0,0
tải là xong xài hayate thì bảo là vip để chơi là sao,0,0,2,0,0,0,0,0,1,0
game lỗi cập nhật là giật lắc..ghép thì toàn afk với phá game..đề nghị những thành phần như vậy nên hạ gank bù sao cho thành viên còn lại,0,2,0,2,0,2,0,2,0,0
vào toàn bị thoát ra,0,0,0,2,0,0,0,0,0,0
"đề nghị game cập nhật lại ,vừa đơ,lag,hay bị văng ra khỏi trận còn bị trừ điểm uy tín,còn ghép cho mấy hay bị afk.",0,2,0,2,0,1,0,2,0,0
tổng điểm 79 54 điểm mà bảo sao 1. game còn không biết tính,0,0,0,2,2,0,0,0,0,0
tố cáo chiếm vị trí thì game không trừ uy tín có mấy thằng phá game tố cáo vẫn không trừ,0,2,0,0,2,2,0,2,0,0
"game cứ đến lúc sắp lên hạng thì toàn gì đâu không, ấn chiêu mấy lần không được dù chiêu đã hồi, chả thấy tướng đâu dù tướng không núp bụi hay tàng hình vẫn dính chiêu mà chiêu mình thì lại không trúng. vài lần thì bực thật tính bỏ qua rồi đằng này đến cả chục lần thì tôi cũng chịu. dù game chơi hay nhưng toàn mấy cái ức chế nên cho 2 sao",0,2,0,2,2,0,0,0,0,0
game vào trận không được,0,0,0,2,0,0,0,0,0,0
"game tệ hại, ngày 7 11 và 8 11 không vào trận được. cứ lỗi mạng rồi trừ uy tín",0,0,0,2,2,0,0,0,0,0
đang chơi mạng thì mạnh như vậy vẫn bị văng game là thua 5k vàng,0,0,0,2,0,0,0,0,0,0
"có ai sau lỗi vô chơi bị trừ uy tín 1 cách vô lý không, nãy 2 trận 1 trận mvp sau ra không chơi được rank nữa vô thấy bị trừ 15 uy tín do treo máy afk",0,0,0,2,2,0,0,0,0,0
tài nguyên game lớn vô game lag văng trừ uy tín đau dẫn đến chán chơi,0,0,0,2,0,0,0,0,0,0
"game tệ vô cùng, cài đặt setting cao mà đồ họa vẫn tệ, cần phải khắc phục lỗi với các dòng máy mới đi",2,0,0,2,0,2,0,0,0,0
toàn ghép trận team bạn tuyển thủ team mình trẻ trâu,0,2,0,0,0,0,0,2,0,0
game cũng được không có lag gì cả,0,0,0,1,0,0,0,0,0,0
"game kiểu gì vậy không biết , cập nhật càng lúc càng lỗi",0,0,0,2,0,2,0,0,0,0
"game rất nhiều sự vụ, hay lỗi lag, chế độ tố cáo và chấm điểm rất khó chịu",0,2,0,2,0,0,0,0,0,0
game hơi lag toàn gặp trẻ trâu nhưng cũng vui nên tải về chơi thử,0,0,0,2,0,0,0,2,0,0
ghép team như tệ hại vậy,0,2,0,0,0,0,0,0,0,0
team quá trẻ trâu không thích cần loại trẻ trâu và tăng thêm skin vì khi tặng skin quá ít và cách nhận quá dài dòng,1,0,2,0,0,0,2,2,0,0
tệ hại vô cùng,0,0,0,0,0,0,0,0,0,0
ơ là thử 900 skin?,1,0,0,0,0,0,0,0,0,0
"game tệ hại, lỗi hoài không chịu fix cứ phải xóa tải lại hoặc có cập nhật mới hết, thề khó chịu vô cùng, tôi cũng không biết tôi xóa tải lại bao nhiêu lần vì cái tài khoản rồi",0,0,0,2,0,2,0,0,0,0
ghép trận tệ hại,0,2,0,0,0,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
lag đi lag lại chán chết đi được,0,0,0,2,0,0,0,0,0,0
game gì mà cho gidur mạnh quá ai chơi nổi mà ghép trận toàn đứa tệ hại tranh đường mong game làm lại giảm sức mạnh gidur đi mai mốt không ai chơi luôn á.,0,2,0,0,2,1,0,2,0,2
"game lỗi load xong không vào trận, phải thoát ra vào lại mới vào trận được mà phạt uy tín của tao",0,0,0,2,2,0,0,0,0,0
"tệ hại game tệ hại toàn ghép cho thể loại phá game rồi thua liên tục, khi nào thắng được 100 trận tôi cho 5 sao liền",0,2,0,0,0,0,0,2,0,0
"3 ngày chơi rank, game tệ hại không cho bố mày lên ctg à",0,2,0,0,0,0,0,0,0,2
văng game liên tục,0,0,0,2,0,0,0,0,0,0
cộng đồng tệ hại trẻ em không biết kiểm soát lời nói,0,0,0,0,0,0,0,2,0,0
"trải nghiệm đúng tệ, nhà sản xuất làm game quá dở, lỗi thì không fix",0,0,0,2,0,2,0,0,0,0
sao samsung không có đăng nhập bằng facebook,0,0,0,2,0,0,0,0,0,0
garena có ý gì đây?? out tận 5 lần xong kêu uy tín t thấp bắt t cày uy tín lại từ đầu game bây giờ làm ăn chán vô cùng thua cả game tệ hại,0,0,0,2,2,2,0,0,0,0
tính kda trận tệ hại gì hả 1 sao đáng lắm game tệ hại,0,0,0,0,2,0,0,0,0,0
lỗi nhân vật vô cùng,0,0,0,2,0,0,0,0,0,0
ghép trận toàn gặp mấy thằng ngu vừa vào đã 0 3 team bạn xanh mẹ rồi chơi gì nữa,0,2,0,0,0,0,0,2,0,0
nên bỏ chế độ chọn tướng theo hệ thống đi . rất ức chế người chơi,0,0,0,0,2,0,0,0,0,0
"ghép team đánh thì ngáo, tố cáo thì không trừ uy tín",0,2,0,0,2,2,0,2,0,0
game kỳ vậy cập nhật lại xuống rank của người ta . công tình ta chơi,0,0,0,0,2,2,0,0,0,0
yêu cầu aov xem lại hệ thống xếp trận thay vì xếp công bằng thì lại xếp chênh lệch trình rất lớn gây ảnh hưởng khá xấu đến trận đấu ạ,0,2,0,0,0,2,0,0,0,0
chơi game cứ bị văng ra,0,0,0,2,0,0,0,0,0,0
khi chơi có lúc như là toàn như kiểu gặp hack với cả toàn tướng băng qua trụ lên bảng đếm số không hay,0,0,0,2,2,0,0,2,0,2
"tôi không thích cái việc mà đang bắn rồi địch hồi gần 1 cây thanh máu, heino loại con đó ra vì nó cực hack game cái game như tệ hại tôi chơi lỡ tay thoát nó trừ tôi 2 uy tín tụi bây coi lại cái cách mà tụi bây làm đi",0,0,0,0,2,2,0,0,2,0
mình nghĩ nhà phát hành nên điều chỉnh chat nhé . nhắn tục thì không sao còn đang nhắn bình thường thì xong cấm chat không hiểu nổi,0,0,0,2,0,1,0,0,0,0
thề tự nhiên bỏ uy tín hồi đã đạt tối đa mấy lúc cần ăn quái thì đánh người dù người ở rất xa,0,0,0,2,2,0,0,0,0,0
"chơi game toàn bị văng ra ngoài thôi, văng xong còn không vô lại được, vô lại thì ra trận bị trừ uy tín là sao vậy trời. biết khiến người chơi khó chịu lắm không",0,0,0,2,2,0,0,0,0,0
tệ hại game mạng thì mạnh trong game thì đỏ cứ lag không đánh được tệ hại garena,0,0,0,2,0,2,0,0,0,0
đề nghị garena khắc phục lỗi hư điện thoại nên không thể chơi game được,0,0,0,2,0,2,0,0,0,0
đang ghép trận tự dưng bị out ra trừ hết uy tín của tôi.,0,2,0,2,0,0,0,0,0,0
bị văng khi vào chơi,0,0,0,2,0,0,0,0,0,0
đến mùng 1 tết sinh nhật tôi liên quân có tặng cho tôi cái gì không tên tài khoản tachínhlàđạolí,0,0,1,0,0,1,0,0,0,0
nhiều khi vào không được,0,0,0,2,0,0,0,0,0,0
game gì mà còn toxic hơn cả ff nữa đề nghị admin xem xét ai đồng tình cho xin 1 cái hữu ích nào,0,0,0,0,0,1,0,2,0,0
cái game chỉ vì lợi nhuận không quan tâm đến trải nghiệm người chơi,0,0,2,0,0,2,0,0,0,0
toàn gặp trẻ trâu trong trận,0,0,0,0,0,0,0,2,0,0
lúc đầu mình nạp 40k là được 80 quân huy là được nhưng qua mấy ngày sau mình nạp 20k mà có 20 quân huy,0,0,2,0,0,0,0,0,0,0
"hệ thống ghép trận kiểu tệ hại không được ghép với toàn anh ?? không thấy nó lệch trình vô cùng à, đúng game nhái fi5",0,2,0,0,0,0,0,0,0,0
ghép trận với sự kiện tệ hại,1,2,0,0,0,0,0,0,0,0
game toàn con nít tệ hại chơi không được,0,0,0,0,0,0,0,2,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
chỗ đăng nhập bằng fb đâu?!,0,0,0,2,0,0,0,0,0,0
game chơi được một lúc là bị thoát ra,0,0,0,2,0,0,0,0,0,0
chênh lệch hạng quá cao,0,2,0,0,0,0,0,0,0,0
làm cách nào để lấy được quà trong sự kiện mới bijan thời không,0,0,0,0,0,0,1,0,0,0
cũng được nhưng mà chơi lâu lâu thì nóng máy với lag rồi còn đang chơi mà thoát ra giữa trận nữa làm tôi bị uy tín thấp,0,0,0,2,2,0,0,0,0,0
game đánh gặp toàn bot đánh làm gì nữa ?,0,2,0,0,0,0,0,0,0,0
"game quá lỗi , cứ vào trận là bị không chạy dữ liệu trận ở sảnh, xong team ai cũng vào trận xong trận , thoát ra vô lại cuối game thì bị hệ thống trừ uy tín , đang trong trận bị văng game , quá nhiều lỗi ...vv",0,0,0,2,0,0,0,0,0,0
"thường xuyên bị văng game, chơi 5 trận hết 2 3 trận là văng rồi, còn lại ok hết",0,0,0,2,0,0,0,0,0,0
"game lag chơi không được gặp mấy khứa kia cứ nhắn tin thuyết giáo , tôi tưởng wifi nhà tao , cho đến khi tôi đăng ký 5g thì vẫn lag.",0,0,0,2,0,0,0,2,0,0
"chê tài khoản nạp cả triệu bạc thì bị hack, tạo lại tài khoản mới nạp tiếp thì bị ban 3 năm.",0,0,1,0,0,2,0,0,0,0
tốn nhiều dung lượng quá đi mất,0,0,0,2,0,0,0,0,0,0
game dạo này tối ưu rất kém rất lag cả mxh skin và khi vào trận,1,0,0,2,0,0,0,0,0,0
có 1 số lỗi khi đang nhập vào nó không cho vào tôi rất bức xúc,0,0,0,2,0,0,0,0,0,0
"game ghép rất lệch trình, team bạn toàn chiến tướng chiến thần reset xuống hoặc off game mới quay lại, team mình không có nổi 1 cao thủ? ghép rất lệch trình mong nhà phát hành có thể sửa điểm này. ghép toàn trẻ trâu, tố cáo trừ có 4 . cho chuỗi thua đã đời rồi cho chơi với bot, win được 1 trận lại cho vòng lặp",0,2,0,0,0,2,0,2,0,0
game ơi em bị lỗi 210 không vô được bị gì vậy ạ,0,0,0,2,0,0,0,0,0,0
"quá nhiều gb, quá nhiều gói tài nguyên, nhiều hiệu ứng khiến thiết bị quá giật lag yêu cầu giảm bớt các gói không cần thiết và làm game mượt hơn...",1,0,0,2,0,0,0,0,0,0
shop ơi sao đăng nhập bằng fb trên web napthe không được luôn,0,0,0,2,0,2,0,0,0,0
"game tệ hại toàn ghép với mấy thằng tệ hại, combat",0,2,0,0,0,0,0,2,0,0
game tệ hại ghép toàn thằng ngu,0,2,0,0,0,0,0,2,0,0
ngày 20 12 lúc 15h40 game lag không đánh được ạ,0,0,0,2,0,0,0,0,0,0
cuối mùa toàn phá với bug ban ...,0,0,0,0,0,0,0,2,0,0
game quá tệ tổng gần 1 phút,0,0,0,0,0,0,0,0,0,0
giờ hơn 10 điểm không được bù sao trước đó thì mình chơi 8 điểm được bù sao rồi. mong game chỉnh lại.,0,2,0,0,2,1,0,0,0,0
game chạy không nổi,0,0,0,2,0,0,0,0,0,0
"tệ vô cùng, không muốn chê đâu nhưng mà thật càng lên rank cao càng lag, ghép trận lâu cho load lâu nữa không cho vô trận đấu rồi tự trừ uy tín xuống",0,2,0,2,2,0,0,0,0,0
vào trận thì lúc vào được lúc vào không được cần garena khắc phục nhanh,0,0,0,2,0,1,0,0,0,0
"vào màn hình chính là bị đơ, wifi 4 vạch mà bảo không có mạng, thoát ra vào lại thì bị máy chủ không phản hồi???",0,0,0,2,0,0,0,0,0,0
game pick lại như tệ hại uy tín 1 ngày cày được 3 mà mới buông tay ra khỏi máy chưa được 20s nữa là tính afk trừ 3 7 uy tín món này còn chơi bời gì nữa coi lại phần này còn không pick lại anh em qua liên minh hết,0,0,0,0,2,2,0,0,0,0
"game tệ hại, tướng lỗi kỹ năng không lo sửa ở đó bận ra skin hút máu.",1,0,2,2,2,2,0,0,0,0
"chơi game bọn phá game rồi troll, làm ức chế, bộ game chả có gì hay đánh nản",0,0,0,0,0,0,0,2,0,0
game bị lỗi,0,0,0,2,0,0,0,0,0,0
"thật sự không hiểu cơ chế đánh giá của game nha rõ ràng sát thương, gánh chịu, tổng thì mình đứng nhất team nhưng chẳng hiểu tại sao mvp lại là một người khác. game bây giờ lỗi thật.",0,0,0,0,2,0,0,0,0,0
"sự kiện lần này siêu đểu, đồ họa lag điên, đang chơi đơ ra luôn về sảnh",2,0,0,2,0,0,0,0,0,0
chơi gặp team 1 2 kill chơi gì được,0,2,0,0,0,0,0,2,0,0
game cập nhật càng lúc càng tệ.. giờ vào game cứ báo mạng yếu mã lỗi ..game thì lag trong khi cấu hình máy mạnh.. liên quân làm riết tệ quá,0,0,0,2,0,2,0,0,0,0
tự nhiên mở mùa mới cái thế là chơi toàn thua có trận bạch kim đấu với cao thủ lại còn chơi với những người hack map,0,2,0,0,0,0,0,2,0,0
thắng mvp không được cộng điểm chiến lực vô cùng game,0,2,0,0,2,0,0,0,0,0
"vui thiệt, nhưng cứ bị thoát ra rồi vô lại không được, làm ăn kiểu gì kì cục vậy, yêu cầu cập nhật các hệ thống lại",0,0,0,2,0,2,0,0,0,0
lỗi,0,0,0,2,0,0,0,0,0,0
chơi lag nhà phải cần máy xịn mới không văng chơi toàn gặp gì đâu không game không ok như trước nữa,0,2,0,2,0,0,0,0,0,0
"khắc phục lại hộ cái, wifi đang mạnh vô game đứng im một chỗ không cho ai chơi à",0,0,0,2,0,2,0,0,0,0
"tôi muốn game sửa lại cái hủy trận vì nếu muốn hủy buộc phải pick ba ad hoặc ba phép nên nhiều lúc gặp team ngáo, muốn hủy trận mà nó không cho thì pick ba ad thì xong có cái để hủy",0,0,0,0,2,0,0,2,0,0
ghép trận chênh lệch như tệ hại,0,2,0,0,0,0,0,0,0,0
hãy loại bỏ trẻ trâu và mấy. thằng tệ hại game mới có thể nhiều người yêu thích,0,0,0,0,0,1,0,2,0,0
"game từ lúc cập nhật rất là lag, thậm chí là lỗi cả mic",0,0,0,2,0,0,0,0,0,0
game hay mà toàn bị gank,0,0,0,0,2,0,0,0,0,2
garena biết sắp đội hình không hay là không có não,0,2,0,0,0,2,0,0,0,0
làm cách nào để chơi được,0,0,0,0,0,0,0,0,0,0
hệ thống game tệ hại toàn phá,0,0,0,0,2,0,0,0,0,0
"game bị gì ấy, tự nhiên người ta chả làm gì thì ban tài khoản người ta, xong người chơi thì toxic rồi hack map tùm lum thà chuyển sang chơi mobile legend còn hơn",0,0,0,2,0,2,0,2,0,0
đồng đội afk thua vẫn bị trừ sao đúng game tệ hại,0,2,0,0,0,0,0,2,0,0
quá xuất sắc trong ngoặc kép,0,0,0,0,0,0,0,0,0,0
"chơi sắp vào trận rồi thì cứ bị văng ra suốt, vào lại lại văng ra tiếp, không tiếp tục chơi được",0,0,0,2,0,0,0,0,0,0
đang do trận mà nó cứ thoát ra lúc vô được thì xong rồi,0,0,0,2,0,0,0,0,0,0
chơi ngu xong bật mic lên toàn hỏi thăm ba mẹ mình không à,0,0,0,0,0,0,0,2,0,0
